English,"Chinese Simplified","Chinese Traditional",Dutch,English,"English, United Kingdom",French,German,Hungarian,Italian,Japanese,Korean,Polish,Portuguese,Russian,Spanish,File
Keybind_use_junction_restrictions_tool,「路口管制」工具,"Use 'Junction Restrictions' Tool","Use 'Junction Restrictions' Tool","Use 'Junction Restrictions' Tool","Use 'Junction Restrictions' Tool","Utilisee l'outil 'Restrictions des carrefours'","Werkzeug 'Kreuzungsbeschränkungen' verwenden","Használja a 'Junction Restrictions' eszközt","Use 'Junction Restrictions' Tool","Use 'Junction Restrictions' Tool","Use 'Junction Restrictions' Tool","Narzędzie 'Ograniczenia na skrzyżowaniu'","Use 'Junction Restrictions' Tool","Инструмент ""Ограничения на перекрёстках""","Use 'Junction Restrictions' Tool",Strings.csv
Keybind_use_speed_limits_tool,「道路限速设置」工具,"Use 'Speed Limits' Tool","Use 'Speed Limits' Tool","Use 'Speed Limits' Tool","Use 'Speed Limits' Tool","Utiliser l'outil 'Limitation de vitesse'","Werkzeug 'Geschwindigkeitsbeschränkungen' verwenden","Használja a „Sebességkorlátozások” eszközt","Use 'Speed Limits' Tool","Use 'Speed Limits' Tool","Use 'Speed Limits' Tool","Narzędzie 'Limity prędkości'","Use 'Speed Limits' Tool","Инструмент ""Ограничения скорости""","Use 'Speed Limits' Tool",Strings.csv
Keybind_lane_connector_stay_in_lane,"车道连接：stay in lane","Lane connector: Stay in lane","Lane connector: Stay in lane","Stay in lane","Stay in lane","Connecteur de voie : Rester sur sa voie","Fahrspurverbinder: Bleib auf der Fahrspur","Maradjon a sávban","Lane connector: Stay in lane","Lane connector: Stay in lane","Lane connector: Stay in lane","Połącz pasy ruchu: Pozostań na pasie","Lane connector: Stay in lane","Линии движения: Оставаться в своей полосе","Lane connector: Stay in lane",Strings.csv
Keybind_lane_connector_delete,清除车道连接设置,"Clear lane connections","Clear lane connections","Clear lane connections","Clear lane connections","Effacer la voie connectée","Fahrspurverbindungen löschen","Tiszta sávcsatlakozások","Clear lane connections","Clear lane connections","Clear lane connections","Usuń połączenia pasów ruchu","Clear lane connections","Очистить соединения линий движения","Clear lane connections",Strings.csv
Keybinds,热键,Keybinds,Keybinds,Keybinds,Keybinds,Keybinds,Tastenkombinationen,Keybinds,Keybinds,Keybinds,Keybinds,"Skróty klawiszowe",Keybinds,"Горячие клавиши",Teclado,Strings.csv
Keybind_Exit_subtool,关闭工具与TM:PE主菜单,"Exit tool and close TM:PE Menu","Exit tool and close TM:PE Menu","Exit tool and close TM:PE Menu","Exit tool and close TM:PE Menu","Sortir de l'outil et fermer le menu TM:PE","Werkzeug und TM:PE Menü schließen","Lépjen ki az eszközből, és zárja be a TM: PE menüt","Exit tool and close TM:PE Menu","Exit tool and close TM:PE Menu","Exit tool and close TM:PE Menu","Wyłącz narzędzie i zamknij TM:PE menu","Exit tool and close TM:PE Menu","Закрыть инструмент и меню TM:PE","Exit tool and close TM:PE Menu",Strings.csv
Keybind_conflict,所选快捷键有冲突，请重新选择。,"The key you've selected is conflicting with another shortcut key. Please choose something else.","The key you've selected is conflicting with another shortcut key. Please choose something else.","The key you've selected is conflicting with another shortcut key. Please choose something else.","The key you've selected is conflicting with another shortcut key. Please choose something else.","La touche choisie est en conflit avec un autre raccourci. Merci de choisir une autre touche du clavier.","Die ausgewählte Taste steht in Konflikt mit einer anderen Tastenkombination. Bitte wähle etwas anderes.","A kiválasztott kulcs ütközik egy másik gyorsbillentyűvel. Kérjük, válasszon valami mást.","The key you've selected is conflicting with another shortcut key. Please choose something else.","The key you've selected is conflicting with another shortcut key. Please choose something else.","The key you've selected is conflicting with another shortcut key. Please choose something else.","Wybrany skrót klawiszowy jest już używany. Wybierz inną kombinację.","The key you've selected is conflicting with another shortcut key. Please choose something else.","Выбранная комбинация клавиш уже используется в другом месте. Пожалуйста, выберите другую комбинацию.","The key you've selected is conflicting with another shortcut key. Please choose something else.",Strings.csv
Keybind_category_Global,全局热键,"Global keys","Global keys","Global keys","Global keys","Global keys","Allgemeine Tasten","Globális kulcsok","Global keys","Global keys","Global keys",Główne,"Global keys","Общие комбинации клавиш","Global keys",Strings.csv
Keybind_category_LaneConnector,车道连接工具热键,"Lane Connector Tool keys","Lane Connector Tool keys","Lane Connector Tool keys","Lane Connector Tool keys","Lane Connector Tool keys","Tasten für 'Fahrspurverbinder' Werkzeug","Sávcsatlakozó eszköz gombjai","Lane Connector Tool keys","Lane Connector Tool keys","Lane Connector Tool keys","Narzędzie: Połącz pasy ruchu","Lane Connector Tool keys","Клавиши для инструмента ""Линии Движения""","Lane Connector Tool keys",Strings.csv
Speed_limit_unlimited,Speed_limit_unlimited,Speed_limit_unlimited,Ongelimiteerd,"No limit","No limit","Vitesse illimitée",Unbegrenzt,"Határ nélül",Illimitato,Speed_limit_unlimited,Speed_limit_unlimited,"Bez ograniczeń",Speed_limit_unlimited,"Без ограничений","Sin límite",Strings.csv
Display_speed_limits_mph,速度以MPH而不是km/h显示,"Display speed limits as MPH instead of km/h","Display speed limits as MPH instead of km/h","Display speed limits as MPH instead of km/h","Display speed limits as MPH instead of km/h","Affiche la vitesse limit en MPH à la place de km/h","Geschwindigkeitsbegrenzungen anzeigen als MPH statt km/h","A sebességkorlátozásokat MPH-ban jelenítse meg km / h helyett","Display speed limits as MPH instead of km/h","Display speed limits as MPH instead of km/h","Display speed limits as MPH instead of km/h","Wyświetlaj limity prędkości w mph zamiast km/h","Display speed limits as MPH instead of km/h","Показывать скорости в милях в час вместо км/ч","Display speed limits as MPH instead of km/h",Strings.csv
Miles_per_hour,英里／小时,"Miles per Hour","Miles per Hour","Miles per Hour","Miles per Hour","Miles par Heure","Meilen pro Stunde","Mérföld per óra","Miles per Hour","Miles per Hour","Miles per Hour","Mile na godzinę","Miles per Hour","Мили в час","Miles per Hour",Strings.csv
Kilometers_per_hour,千米／小时,"Kilometers per Hour","Kilometers per Hour","Kilometers per Hour","Kilometers per Hour","Kilomètres par Heure","Kilometer pro Stunde","Kilométer óránként","Kilometers per Hour","Kilometers per Hour","Kilometers per Hour","Kilometry na godzinę","Kilometers per Hour","Километры в час","Kilometers per Hour",Strings.csv
Road_signs_theme_mph,MPH路标风格,"Theme for MPH road signs","Theme for MPH road signs","Theme for MPH road signs","Theme for MPH road signs","Thème pour les panneaux de route anglosaxon MPH","Thema für MPH Verkehrszeichen","Téma az MPH útjelző táblákhoz","Theme for MPH road signs","Theme for MPH road signs","Theme for MPH road signs","Motyw dla znaków MPH","Theme for MPH road signs","Стиль знаков, когда показываются мили в час","Theme for MPH road signs",Strings.csv
theme_Square_US,美国风格,"US signs","US signs","US signs","US signs","Panneaux Américain",US-Verkehrszeichen,"Amerikai jelek","US signs","US signs","US signs","Stany zjednoczone","US signs","Американские знаки","US signs",Strings.csv
theme_Round_UK,英国风格,"British signs","British signs","British signs","British signs","Panneaux Britanique","Britische Verkehrszeichen","Brit jelek","British signs","British signs","British signs","Wielka Brytania","British signs","Британские знаки","British signs",Strings.csv
theme_Round_German,德国风格,"German signs","German signs","German signs","German signs","Panneaux Allemand","Deutsche Verkehrszeichen","Német jelek","German signs","German signs","German signs",Niemcy,"German signs","Немецкие знаки","German signs",Strings.csv
